customerNumber,customerName,contactFirstName,contactLastName,phone,addressLine1,city,state,country,creditLimit,customerSegment
745,Bob Dubois,Bob,Dubois,+212-670-906731,110 Rue de Example,Agadir,,Germany,32812.22,Consumer
746,Alice Hernandez,Alice,Hernandez,+212-699-448813,16 Rue de Example,Marrakech,,Germany,35996.93,Consumer
747,David ElAmrani,David,ElAmrani,+212-700-287110,166 Rue de Example,Sale,,France,29202.58,Small Business
748,David ElAmrani,David,ElAmrani,+212-764-211410,114 Rue de Example,Marrakech,,France,7454.75,Consumer
749,Mohamed Nguyen,Mohamed,Nguyen,+212-798-567541,5 Rue de Example,Sale,,Spain,130746.63,Consumer
750,Alice Hernandez,Alice,Hernandez,+212-668-258971,180 Rue de Example,Agadir,,Italy,115140.73,Consumer
751,Imane Dubois,Imane,Dubois,+212-711-523533,187 Rue de Example,Rabat,,USA,1159.82,Partner
752,Imane Jones,Imane,Jones,+212-745-661307,92 Rue de Example,Agadir,,Germany,80422.65,Small Business
753,Lina Jones,Lina,Jones,+212-693-660596,88 Rue de Example,Rabat,,Portugal,152210.39,Consumer
754,David Brown,David,Brown,+212-741-141241,99 Rue de Example,Tangier,,Germany,139328.51,Enterprise
755,Lina Garcia,Lina,Garcia,+212-724-188984,162 Rue de Example,Sale,,USA,28418.62,Consumer
756,Mohamed ElAmrani,Mohamed,ElAmrani,+212-661-612997,100 Rue de Example,Rabat,,Germany,100186.99,Partner
757,Imane Smith,Imane,Smith,+212-609-455766,15 Rue de Example,Agadir,,Morocco,81398.82,Consumer
758,Lina Kamal,Lina,Kamal,+212-717-811016,138 Rue de Example,Fes,,USA,185000.75,Consumer
759,Carla Dubois,Carla,Dubois,+212-767-119989,121 Rue de Example,Casablanca,,USA,140408.71,Consumer
760,Carla Smith,Carla,Smith,+212-678-960607,25 Rue de Example,Sale,,Spain,167152.76,Consumer
761,Bob Jones,Bob,Jones,+212-727-723879,158 Rue de Example,Tangier,,France,160988.48,Consumer
762,Mohamed Hernandez,Mohamed,Hernandez,+212-683-226670,176 Rue de Example,Fes,,UK,167367.2,Small Business
763,Alice ElAmrani,Alice,ElAmrani,+212-644-451801,17 Rue de Example,Rabat,,Germany,28676.74,Consumer
764,Mohamed Garcia,Mohamed,Garcia,+212-741-273021,113 Rue de Example,Tangier,,Morocco,27107.49,Small Business
765,Lina ElAmrani,Lina,ElAmrani,+212-696-915437,41 Rue de Example,Casablanca,,Portugal,16604.16,Consumer
766,Bob ElAmrani,Bob,ElAmrani,+212-672-536440,178 Rue de Example,Sale,,Spain,41628.96,Small Business
767,John Dubois,John,Dubois,+212-705-350875,45 Rue de Example,Casablanca,,Spain,143581.15,Small Business
768,Bob Nguyen,Bob,Nguyen,+212-689-539128,2 Rue de Example,Tangier,,USA,23942.81,Consumer
769,Bob ElAmrani,Bob,ElAmrani,+212-692-898100,139 Rue de Example,Tangier,,Portugal,154181.09,Small Business
770,Eva Smith,Eva,Smith,+212-649-218152,39 Rue de Example,Sale,,Portugal,35676.6,Small Business
771,Alice Smith,Alice,Smith,+212-765-481884,73 Rue de Example,Tangier,,Italy,50650.67,Small Business
772,Imane Smith,Imane,Smith,+212-626-876383,14 Rue de Example,Fes,,Spain,157205.66,Consumer
773,Bob Jones,Bob,Jones,+212-660-856445,114 Rue de Example,Agadir,,Italy,40150.9,Small Business
774,Fatima Martin,Fatima,Martin,+212-799-215482,84 Rue de Example,Tangier,,France,47805.11,Consumer
775,David Hernandez,David,Hernandez,+212-656-177101,121 Rue de Example,Sale,,Morocco,178152.52,Consumer
776,Khadija Dubois,Khadija,Dubois,+212-645-506145,96 Rue de Example,Fes,,Portugal,144104.33,Small Business
777,Eva Martin,Eva,Martin,+212-685-233391,9 Rue de Example,Casablanca,,Germany,27732.05,Enterprise
778,Imane Hernandez,Imane,Hernandez,+212-643-897273,88 Rue de Example,Tangier,,Germany,120925.38,Small Business
779,Lina ElAmrani,Lina,ElAmrani,+212-643-706204,142 Rue de Example,Tangier,,France,82633.38,Consumer
780,David ElAmrani,David,ElAmrani,+212-721-977646,119 Rue de Example,Marrakech,,Morocco,146138.54,Small Business
781,David Martin,David,Martin,+212-683-555342,149 Rue de Example,Tangier,,Spain,182794.07,Enterprise
782,Hassan Smith,Hassan,Smith,+212-610-593515,188 Rue de Example,Casablanca,,Italy,106458.78,Consumer
783,Mohamed Jones,Mohamed,Jones,+212-715-619344,62 Rue de Example,Rabat,,Morocco,138785.39,Consumer
784,David Brown,David,Brown,+212-691-410158,62 Rue de Example,Rabat,,Morocco,96216.7,Consumer
785,Mohamed Dubois,Mohamed,Dubois,+212-746-883586,150 Rue de Example,Casablanca,,Portugal,93020.25,Consumer
786,Mohamed Hernandez,Mohamed,Hernandez,+212-647-928226,95 Rue de Example,Sale,,Morocco,172146.34,Consumer
787,Mohamed Garcia,Mohamed,Garcia,+212-735-134303,76 Rue de Example,Oujda,,Germany,139761.97,Small Business
788,Khadija Martin,Khadija,Martin,+212-775-184891,159 Rue de Example,Agadir,,Morocco,103189.93,Enterprise
789,Fatima Smith,Fatima,Smith,+212-628-501557,94 Rue de Example,Sale,,Morocco,73431.44,Consumer
790,John Jones,John,Jones,+212-743-843793,199 Rue de Example,Tangier,,Spain,196259.7,Consumer
791,Bob Dubois,Bob,Dubois,+212-788-888819,149 Rue de Example,Tangier,,USA,64432.53,Enterprise
792,John Hernandez,John,Hernandez,+212-670-157105,17 Rue de Example,Agadir,,UK,90755.92,Consumer
793,Bob Dubois,Bob,Dubois,+212-781-657742,174 Rue de Example,Marrakech,,Portugal,124379.78,Small Business
794,Mohamed Jones,Mohamed,Jones,+212-648-580115,23 Rue de Example,Rabat,,Italy,179640.2,Consumer
795,Bob Jones,Bob,Jones,+212-642-389346,29 Rue de Example,Fes,,Portugal,30524.36,Consumer
796,Lina Smith,Lina,Smith,+212-675-536770,175 Rue de Example,Fes,,Portugal,69666.7,Consumer
797,Lina Smith,Lina,Smith,+212-674-298244,17 Rue de Example,Casablanca,,USA,167072.03,Consumer
798,Fatima Hernandez,Fatima,Hernandez,+212-748-459443,168 Rue de Example,Agadir,,Portugal,118874.77,Small Business
799,John Dubois,John,Dubois,+212-717-418853,146 Rue de Example,Fes,,Germany,34761.56,Consumer
800,Imane Garcia,Imane,Garcia,+212-673-907141,13 Rue de Example,Fes,,UK,57234.22,Partner
801,Khadija Brown,Khadija,Brown,+212-782-661320,74 Rue de Example,Fes,,Spain,167946.67,Small Business
802,Lina Brown,Lina,Brown,+212-641-349461,30 Rue de Example,Casablanca,,UK,115117.77,Consumer
803,Fatima Brown,Fatima,Brown,+212-652-689810,182 Rue de Example,Casablanca,,UK,195615.5,Consumer
804,Imane Kamal,Imane,Kamal,+212-641-659565,78 Rue de Example,Rabat,,Morocco,81210.19,Consumer
805,Carla Dubois,Carla,Dubois,+212-681-263633,2 Rue de Example,Agadir,,Germany,95045.18,Consumer
806,Khadija Brown,Khadija,Brown,+212-744-863933,114 Rue de Example,Agadir,,France,146462.28,Enterprise
807,Carla Kamal,Carla,Kamal,+212-629-423047,7 Rue de Example,Oujda,,USA,89471.55,Consumer
808,Alice ElAmrani,Alice,ElAmrani,+212-764-304629,150 Rue de Example,Tangier,,Germany,39545.28,Consumer
809,Imane Jones,Imane,Jones,+212-731-513583,50 Rue de Example,Sale,,UK,120832.79,Consumer
810,Alice Garcia,Alice,Garcia,+212-701-255132,184 Rue de Example,Oujda,,UK,77529.47,Consumer
811,Fatima Garcia,Fatima,Garcia,+212-678-567220,144 Rue de Example,Rabat,,USA,145706.74,Consumer
812,Hassan Dubois,Hassan,Dubois,+212-673-271746,187 Rue de Example,Oujda,,Italy,28343.75,Consumer
813,Bob Brown,Bob,Brown,+212-653-417960,122 Rue de Example,Agadir,,France,186664.02,Consumer
814,Hassan Jones,Hassan,Jones,+212-601-529350,164 Rue de Example,Marrakech,,Italy,35391.16,Consumer
815,Khadija Brown,Khadija,Brown,+212-651-295041,98 Rue de Example,Marrakech,,Portugal,8925.47,Small Business
816,Khadija Nguyen,Khadija,Nguyen,+212-726-686448,190 Rue de Example,Sale,,USA,5854.58,Consumer
817,Eva Nguyen,Eva,Nguyen,+212-763-974767,163 Rue de Example,Sale,,France,130935.69,Enterprise
818,Hassan Brown,Hassan,Brown,+212-725-821255,166 Rue de Example,Tangier,,Morocco,24311.26,Consumer
819,Bob ElAmrani,Bob,ElAmrani,+212-790-479332,149 Rue de Example,Sale,,Italy,173735.01,Small Business
820,Imane Jones,Imane,Jones,+212-695-637422,188 Rue de Example,Casablanca,,Germany,32988.02,Consumer
821,Fatima Dubois,Fatima,Dubois,+212-777-242079,92 Rue de Example,Fes,,Morocco,54897.74,Consumer
822,Fatima Smith,Fatima,Smith,+212-674-405831,136 Rue de Example,Rabat,,USA,153405.27,Consumer
823,Bob ElAmrani,Bob,ElAmrani,+212-792-275254,140 Rue de Example,Agadir,,UK,165450.99,Small Business
824,Eva Nguyen,Eva,Nguyen,+212-775-831871,177 Rue de Example,Agadir,,France,107116.85,Consumer
825,Carla Smith,Carla,Smith,+212-635-643341,73 Rue de Example,Agadir,,Portugal,82692.9,Enterprise
826,Carla Jones,Carla,Jones,+212-655-262062,129 Rue de Example,Tangier,,USA,159123.79,Consumer
827,Mohamed Kamal,Mohamed,Kamal,+212-736-847159,142 Rue de Example,Rabat,,Italy,92368.03,Consumer
828,Carla Smith,Carla,Smith,+212-722-465124,80 Rue de Example,Agadir,,Spain,163499.22,Enterprise
829,Khadija Kamal,Khadija,Kamal,+212-795-458660,45 Rue de Example,Marrakech,,Morocco,149019.81,Consumer
830,Carla Brown,Carla,Brown,+212-776-337580,79 Rue de Example,Fes,,USA,26478.54,Consumer
831,Mohamed Jones,Mohamed,Jones,+212-619-119719,199 Rue de Example,Sale,,Italy,8982.13,Consumer
832,Lina Kamal,Lina,Kamal,+212-751-162144,121 Rue de Example,Rabat,,Germany,9134.66,Consumer
833,Alice Jones,Alice,Jones,+212-631-731024,53 Rue de Example,Tangier,,Spain,134284.83,Consumer
834,Carla Nguyen,Carla,Nguyen,+212-748-464733,91 Rue de Example,Fes,,USA,101229.39,Consumer
835,Khadija Smith,Khadija,Smith,+212-735-327538,184 Rue de Example,Tangier,,Germany,34768.81,Small Business
836,Alice Jones,Alice,Jones,+212-654-628687,182 Rue de Example,Sale,,UK,139777.51,Consumer
837,Lina Jones,Lina,Jones,+212-646-975290,91 Rue de Example,Oujda,,Italy,43247.66,Consumer
838,Bob Garcia,Bob,Garcia,+212-631-588533,29 Rue de Example,Fes,,Portugal,152573.6,Small Business
839,John Smith,John,Smith,+212-621-444053,127 Rue de Example,Rabat,,Italy,57080.48,Small Business
840,Eva Dubois,Eva,Dubois,+212-657-680822,105 Rue de Example,Marrakech,,Italy,38162.6,Consumer
841,Imane Garcia,Imane,Garcia,+212-645-113406,173 Rue de Example,Sale,,France,79575.77,Consumer
842,Lina Jones,Lina,Jones,+212-630-250331,102 Rue de Example,Oujda,,France,148415.72,Enterprise
843,Carla Jones,Carla,Jones,+212-693-308757,87 Rue de Example,Tangier,,Italy,24991.05,Small Business
844,Mohamed Dubois,Mohamed,Dubois,+212-671-901968,183 Rue de Example,Marrakech,,Italy,71541.41,Small Business
845,Hassan Dubois,Hassan,Dubois,+212-730-392438,38 Rue de Example,Sale,,France,24876.92,Consumer
846,David Brown,David,Brown,+212-607-204441,189 Rue de Example,Casablanca,,France,99877.91,Consumer
847,Carla Hernandez,Carla,Hernandez,+212-754-812197,84 Rue de Example,Fes,,Germany,124582.37,Consumer
848,Bob Kamal,Bob,Kamal,+212-796-616096,120 Rue de Example,Tangier,,Germany,132587.6,Consumer
849,Eva Kamal,Eva,Kamal,+212-687-948802,139 Rue de Example,Casablanca,,Morocco,198146.96,Enterprise
850,Bob Hernandez,Bob,Hernandez,+212-715-429839,97 Rue de Example,Sale,,Portugal,7678.23,Consumer
851,Lina Nguyen,Lina,Nguyen,+212-780-272117,126 Rue de Example,Oujda,,Spain,62835.71,Consumer
852,Bob ElAmrani,Bob,ElAmrani,+212-772-614382,169 Rue de Example,Sale,,Portugal,112669.95,Consumer
853,Alice Hernandez,Alice,Hernandez,+212-667-618721,152 Rue de Example,Oujda,,UK,153410.92,Consumer
854,Alice Smith,Alice,Smith,+212-751-147310,33 Rue de Example,Agadir,,UK,162005.91,Consumer
855,Lina Garcia,Lina,Garcia,+212-697-202078,110 Rue de Example,Agadir,,UK,82679.96,Consumer
856,David Martin,David,Martin,+212-660-779564,80 Rue de Example,Rabat,,France,173853.52,Consumer
857,Carla Smith,Carla,Smith,+212-737-441958,10 Rue de Example,Sale,,Italy,113825.86,Enterprise
858,Eva Smith,Eva,Smith,+212-778-592516,151 Rue de Example,Casablanca,,UK,75858.65,Consumer
859,Khadija Jones,Khadija,Jones,+212-725-204917,177 Rue de Example,Tangier,,UK,99597.91,Small Business
860,Lina Garcia,Lina,Garcia,+212-642-744693,77 Rue de Example,Agadir,,Italy,40750.85,Small Business
861,Bob Kamal,Bob,Kamal,+212-654-401314,68 Rue de Example,Casablanca,,Germany,199247.42,Consumer
862,David ElAmrani,David,ElAmrani,+212-790-196424,184 Rue de Example,Rabat,,UK,55036.3,Consumer
863,John Dubois,John,Dubois,+212-709-319927,89 Rue de Example,Rabat,,Germany,101175.59,Consumer
864,Lina Kamal,Lina,Kamal,+212-680-309795,107 Rue de Example,Oujda,,Germany,125180.29,Consumer
865,John Brown,John,Brown,+212-604-758342,181 Rue de Example,Fes,,Portugal,42984.08,Partner
866,Mohamed Dubois,Mohamed,Dubois,+212-668-768914,137 Rue de Example,Oujda,,Morocco,104692.78,Consumer
867,Carla Martin,Carla,Martin,+212-638-882692,176 Rue de Example,Marrakech,,Italy,82346.92,Enterprise
868,Bob Martin,Bob,Martin,+212-705-379901,74 Rue de Example,Fes,,Germany,137527.55,Consumer
869,David Jones,David,Jones,+212-638-301238,8 Rue de Example,Tangier,,Germany,93099.86,Consumer
870,Hassan Hernandez,Hassan,Hernandez,+212-765-138801,52 Rue de Example,Fes,,Germany,27717.91,Consumer
871,Eva Kamal,Eva,Kamal,+212-645-775591,11 Rue de Example,Sale,,Morocco,11537.79,Enterprise
872,Fatima ElAmrani,Fatima,ElAmrani,+212-676-166670,105 Rue de Example,Agadir,,France,79680.56,Small Business
873,Carla Martin,Carla,Martin,+212-628-698708,189 Rue de Example,Rabat,,Germany,99541.99,Consumer
874,Khadija Jones,Khadija,Jones,+212-797-945872,81 Rue de Example,Agadir,,Italy,161265.4,Small Business
875,Hassan Martin,Hassan,Martin,+212-636-212002,45 Rue de Example,Tangier,,Germany,88175.34,Consumer
876,Khadija Smith,Khadija,Smith,+212-725-659383,96 Rue de Example,Rabat,,UK,109376.13,Consumer
877,David Nguyen,David,Nguyen,+212-637-480631,122 Rue de Example,Agadir,,Germany,4704.3,Partner
878,Khadija Smith,Khadija,Smith,+212-789-794391,14 Rue de Example,Tangier,,Germany,110769.22,Consumer
879,Mohamed Garcia,Mohamed,Garcia,+212-775-227982,137 Rue de Example,Tangier,,Portugal,77999.97,Enterprise
880,Hassan Nguyen,Hassan,Nguyen,+212-677-194634,194 Rue de Example,Tangier,,Germany,42472.11,Enterprise
881,Imane Garcia,Imane,Garcia,+212-796-775733,105 Rue de Example,Casablanca,,Germany,173355.7,Small Business
882,Imane Dubois,Imane,Dubois,+212-788-533021,86 Rue de Example,Oujda,,France,164967.97,Small Business
883,John Jones,John,Jones,+212-690-541314,155 Rue de Example,Agadir,,Portugal,139194.41,Small Business
884,Lina Brown,Lina,Brown,+212-761-564943,165 Rue de Example,Fes,,Morocco,80432.04,Small Business
885,Fatima ElAmrani,Fatima,ElAmrani,+212-621-216211,41 Rue de Example,Tangier,,Spain,169468.61,Small Business
886,Fatima Dubois,Fatima,Dubois,+212-722-870883,35 Rue de Example,Marrakech,,Spain,137649.64,Small Business
887,Eva Martin,Eva,Martin,+212-621-534631,95 Rue de Example,Fes,,Italy,175339.81,Enterprise
888,Khadija Martin,Khadija,Martin,+212-605-124085,143 Rue de Example,Tangier,,France,194838.45,Consumer
889,Mohamed Brown,Mohamed,Brown,+212-612-520515,159 Rue de Example,Oujda,,Germany,30275.61,Partner
890,Carla ElAmrani,Carla,ElAmrani,+212-630-114800,184 Rue de Example,Oujda,,Portugal,165537.86,Consumer
891,David Martin,David,Martin,+212-648-952924,69 Rue de Example,Marrakech,,Portugal,76723.67,Consumer
892,David ElAmrani,David,ElAmrani,+212-655-964119,73 Rue de Example,Tangier,,Italy,36483.79,Small Business
893,Alice Nguyen,Alice,Nguyen,+212-667-346924,159 Rue de Example,Sale,,USA,74242.73,Small Business
894,Imane Jones,Imane,Jones,+212-602-591658,35 Rue de Example,Agadir,,Italy,137527.06,Small Business
895,Mohamed Hernandez,Mohamed,Hernandez,+212-788-726205,66 Rue de Example,Rabat,,France,111621.49,Consumer
896,David Dubois,David,Dubois,+212-690-735829,172 Rue de Example,Casablanca,,Morocco,51104.55,Small Business
897,Eva Hernandez,Eva,Hernandez,+212-771-488918,34 Rue de Example,Casablanca,,Spain,52428.18,Consumer
898,Fatima Dubois,Fatima,Dubois,+212-633-194002,82 Rue de Example,Oujda,,Spain,52451.0,Consumer
899,Carla Dubois,Carla,Dubois,+212-671-884149,93 Rue de Example,Oujda,,Germany,180607.14,Consumer
900,Eva Kamal,Eva,Kamal,+212-680-556943,43 Rue de Example,Agadir,,Portugal,152853.25,Consumer
901,Lina Dubois,Lina,Dubois,+212-613-298096,39 Rue de Example,Casablanca,,USA,37036.69,Consumer
902,Carla Dubois,Carla,Dubois,+212-711-221660,127 Rue de Example,Casablanca,,Portugal,71625.76,Small Business
903,Imane Dubois,Imane,Dubois,+212-726-217955,185 Rue de Example,Fes,,France,70246.06,Consumer
904,Eva Brown,Eva,Brown,+212-643-886365,131 Rue de Example,Marrakech,,USA,116917.7,Partner
905,John ElAmrani,John,ElAmrani,+212-646-536646,20 Rue de Example,Tangier,,Portugal,135543.25,Enterprise
906,Alice Nguyen,Alice,Nguyen,+212-774-813702,32 Rue de Example,Oujda,,UK,118272.53,Partner
907,Fatima Brown,Fatima,Brown,+212-607-185000,118 Rue de Example,Sale,,Portugal,125857.17,Consumer
908,Lina Smith,Lina,Smith,+212-684-145976,168 Rue de Example,Sale,,UK,189509.97,Partner
909,Khadija Brown,Khadija,Brown,+212-654-151047,165 Rue de Example,Marrakech,,UK,159730.32,Small Business
910,John ElAmrani,John,ElAmrani,+212-697-197046,103 Rue de Example,Marrakech,,Spain,48395.99,Small Business
911,Hassan Jones,Hassan,Jones,+212-605-993749,54 Rue de Example,Fes,,Italy,156008.76,Consumer
912,Lina Brown,Lina,Brown,+212-630-413048,126 Rue de Example,Oujda,,Germany,180794.99,Small Business
913,Fatima Jones,Fatima,Jones,+212-694-637555,52 Rue de Example,Sale,,Portugal,177139.9,Consumer
914,Khadija ElAmrani,Khadija,ElAmrani,+212-708-194604,194 Rue de Example,Oujda,,UK,122966.62,Consumer
915,Hassan Jones,Hassan,Jones,+212-610-638277,88 Rue de Example,Sale,,USA,129698.32,Small Business
916,Imane Kamal,Imane,Kamal,+212-761-778665,135 Rue de Example,Rabat,,Germany,93909.72,Consumer
917,Imane Nguyen,Imane,Nguyen,+212-638-233997,176 Rue de Example,Marrakech,,USA,104856.87,Consumer
918,Alice Kamal,Alice,Kamal,+212-619-147285,132 Rue de Example,Rabat,,Italy,82897.37,Consumer
919,Mohamed ElAmrani,Mohamed,ElAmrani,+212-664-472724,66 Rue de Example,Rabat,,Morocco,23230.13,Small Business
920,Carla Brown,Carla,Brown,+212-700-147457,22 Rue de Example,Oujda,,Germany,63132.3,Small Business
921,Lina Dubois,Lina,Dubois,+212-759-947075,68 Rue de Example,Agadir,,Spain,42608.14,Consumer
922,Khadija Nguyen,Khadija,Nguyen,+212-772-211495,112 Rue de Example,Casablanca,,Morocco,79289.3,Consumer
923,Lina Dubois,Lina,Dubois,+212-717-825411,104 Rue de Example,Sale,,Germany,123890.63,Partner
924,Fatima Hernandez,Fatima,Hernandez,+212-677-191892,33 Rue de Example,Fes,,Morocco,38565.02,Small Business
925,Mohamed Martin,Mohamed,Martin,+212-606-319393,124 Rue de Example,Fes,,USA,87439.8,Small Business
926,John Martin,John,Martin,+212-622-415535,198 Rue de Example,Sale,,Spain,95060.82,Consumer
927,Carla Brown,Carla,Brown,+212-789-836727,114 Rue de Example,Sale,,Portugal,4415.74,Consumer
928,David Martin,David,Martin,+212-675-697091,101 Rue de Example,Casablanca,,UK,2070.92,Small Business
929,Mohamed Hernandez,Mohamed,Hernandez,+212-706-989838,127 Rue de Example,Marrakech,,Morocco,97755.55,Consumer
930,Khadija ElAmrani,Khadija,ElAmrani,+212-773-956360,125 Rue de Example,Tangier,,Morocco,105897.61,Consumer
931,Fatima Kamal,Fatima,Kamal,+212-616-380859,166 Rue de Example,Oujda,,Portugal,23829.68,Small Business
932,Lina Garcia,Lina,Garcia,+212-714-831396,112 Rue de Example,Casablanca,,Spain,57958.15,Consumer
933,Fatima Dubois,Fatima,Dubois,+212-659-632294,57 Rue de Example,Agadir,,Portugal,26666.13,Consumer
934,Mohamed Hernandez,Mohamed,Hernandez,+212-706-973548,173 Rue de Example,Agadir,,Portugal,160051.13,Small Business
935,Khadija Martin,Khadija,Martin,+212-672-824248,192 Rue de Example,Rabat,,Portugal,26254.76,Consumer
936,Khadija Dubois,Khadija,Dubois,+212-625-932026,107 Rue de Example,Sale,,Germany,47326.42,Consumer
937,Alice Garcia,Alice,Garcia,+212-666-474387,174 Rue de Example,Fes,,Spain,165675.76,Enterprise
938,Alice Jones,Alice,Jones,+212-686-551538,30 Rue de Example,Tangier,,France,112615.3,Consumer
939,Fatima Garcia,Fatima,Garcia,+212-796-148943,198 Rue de Example,Marrakech,,Spain,170754.93,Enterprise
940,Khadija Jones,Khadija,Jones,+212-780-152871,113 Rue de Example,Sale,,France,194944.62,Small Business
941,Khadija Jones,Khadija,Jones,+212-743-144008,130 Rue de Example,Rabat,,Spain,126170.26,Enterprise
942,Fatima Brown,Fatima,Brown,+212-786-406313,182 Rue de Example,Sale,,Portugal,146644.1,Consumer
943,Lina Garcia,Lina,Garcia,+212-685-958952,36 Rue de Example,Rabat,,USA,88102.14,Consumer
944,Alice Martin,Alice,Martin,+212-721-457900,74 Rue de Example,Fes,,France,53570.12,Small Business
945,Hassan Garcia,Hassan,Garcia,+212-761-797298,63 Rue de Example,Fes,,Italy,157549.54,Consumer
946,Hassan Hernandez,Hassan,Hernandez,+212-704-581037,133 Rue de Example,Agadir,,Morocco,88794.45,Small Business
947,Mohamed Kamal,Mohamed,Kamal,+212-617-188896,87 Rue de Example,Agadir,,Italy,196398.01,Consumer
948,Alice Hernandez,Alice,Hernandez,+212-794-138895,170 Rue de Example,Fes,,Morocco,195557.73,Partner
949,Lina Kamal,Lina,Kamal,+212-675-539673,103 Rue de Example,Marrakech,,UK,181891.56,Consumer
950,Eva Kamal,Eva,Kamal,+212-756-253995,180 Rue de Example,Oujda,,Portugal,128953.93,Enterprise
951,Khadija ElAmrani,Khadija,ElAmrani,+212-766-563621,179 Rue de Example,Agadir,,Italy,155192.37,Enterprise
952,Bob Smith,Bob,Smith,+212-737-450741,100 Rue de Example,Fes,,Germany,43140.04,Consumer
953,Eva Kamal,Eva,Kamal,+212-687-893820,163 Rue de Example,Fes,,Morocco,6064.3,Small Business
954,Khadija Nguyen,Khadija,Nguyen,+212-661-972655,199 Rue de Example,Marrakech,,Italy,197397.46,Consumer
955,Alice Garcia,Alice,Garcia,+212-666-757446,130 Rue de Example,Agadir,,France,10022.71,Small Business
956,Bob Dubois,Bob,Dubois,+212-676-700241,189 Rue de Example,Casablanca,,Portugal,68126.57,Consumer
957,Mohamed ElAmrani,Mohamed,ElAmrani,+212-744-849361,161 Rue de Example,Tangier,,UK,60190.72,Small Business
958,Mohamed ElAmrani,Mohamed,ElAmrani,+212-772-246770,183 Rue de Example,Oujda,,USA,21492.77,Consumer
959,David Garcia,David,Garcia,+212-716-202747,38 Rue de Example,Oujda,,Italy,16848.46,Consumer
960,Carla Dubois,Carla,Dubois,+212-654-567836,20 Rue de Example,Agadir,,Italy,117853.77,Consumer
961,Hassan Nguyen,Hassan,Nguyen,+212-749-623058,163 Rue de Example,Oujda,,Portugal,137959.06,Enterprise
962,Mohamed Hernandez,Mohamed,Hernandez,+212-641-251357,130 Rue de Example,Fes,,Portugal,142374.54,Consumer
963,Mohamed Kamal,Mohamed,Kamal,+212-735-223792,178 Rue de Example,Tangier,,Portugal,94934.43,Small Business
964,John Garcia,John,Garcia,+212-630-730823,105 Rue de Example,Rabat,,France,74232.4,Consumer
965,John Brown,John,Brown,+212-630-489511,79 Rue de Example,Agadir,,Germany,59149.27,Consumer
966,Carla Brown,Carla,Brown,+212-750-542244,13 Rue de Example,Marrakech,,Germany,43508.5,Small Business
967,Imane Smith,Imane,Smith,+212-631-674134,90 Rue de Example,Rabat,,Morocco,83806.24,Consumer
968,Khadija Dubois,Khadija,Dubois,+212-686-919304,97 Rue de Example,Sale,,Spain,152509.27,Consumer
969,Imane Dubois,Imane,Dubois,+212-770-570888,39 Rue de Example,Agadir,,France,160062.42,Small Business
970,Hassan Hernandez,Hassan,Hernandez,+212-659-514603,87 Rue de Example,Casablanca,,Portugal,147314.6,Small Business
971,Carla Smith,Carla,Smith,+212-746-760717,198 Rue de Example,Marrakech,,France,128960.88,Consumer
972,Khadija Kamal,Khadija,Kamal,+212-747-894417,14 Rue de Example,Tangier,,Portugal,100776.44,Consumer
973,Lina Kamal,Lina,Kamal,+212-646-119895,71 Rue de Example,Tangier,,USA,166023.26,Small Business
974,Khadija Dubois,Khadija,Dubois,+212-621-946118,137 Rue de Example,Agadir,,Italy,117984.16,Consumer
975,Alice Garcia,Alice,Garcia,+212-711-289276,107 Rue de Example,Casablanca,,UK,76711.19,Consumer
976,Bob Kamal,Bob,Kamal,+212-643-399212,37 Rue de Example,Fes,,Germany,153776.79,Consumer
977,Hassan Brown,Hassan,Brown,+212-615-744324,84 Rue de Example,Fes,,Morocco,142803.47,Consumer
978,Bob Garcia,Bob,Garcia,+212-636-532876,83 Rue de Example,Marrakech,,Italy,188344.71,Enterprise
979,Alice Martin,Alice,Martin,+212-661-888669,153 Rue de Example,Tangier,,Portugal,101969.94,Consumer
980,Bob Nguyen,Bob,Nguyen,+212-615-433799,119 Rue de Example,Oujda,,France,97092.22,Consumer
981,David Smith,David,Smith,+212-668-680990,151 Rue de Example,Rabat,,USA,152714.17,Small Business
982,Carla Nguyen,Carla,Nguyen,+212-745-526504,115 Rue de Example,Rabat,,USA,156684.88,Consumer
983,John Brown,John,Brown,+212-662-663646,109 Rue de Example,Sale,,Morocco,699.71,Consumer
984,Khadija Nguyen,Khadija,Nguyen,+212-767-275512,1 Rue de Example,Casablanca,,Portugal,55023.94,Consumer
985,Lina Hernandez,Lina,Hernandez,+212-689-983360,162 Rue de Example,Tangier,,Germany,9574.2,Small Business
986,Khadija Jones,Khadija,Jones,+212-676-194073,102 Rue de Example,Rabat,,Spain,145152.22,Partner
987,Hassan Martin,Hassan,Martin,+212-756-629342,82 Rue de Example,Agadir,,Germany,195938.25,Small Business
988,Eva Martin,Eva,Martin,+212-769-437262,88 Rue de Example,Tangier,,Portugal,191819.04,Consumer
989,Mohamed Brown,Mohamed,Brown,+212-765-102146,156 Rue de Example,Sale,,Morocco,180338.28,Small Business
990,Hassan Kamal,Hassan,Kamal,+212-778-837463,126 Rue de Example,Oujda,,France,157567.39,Small Business
991,Bob Kamal,Bob,Kamal,+212-607-972503,172 Rue de Example,Sale,,France,70922.45,Small Business
992,Khadija Garcia,Khadija,Garcia,+212-699-285793,197 Rue de Example,Casablanca,,France,92807.16,Enterprise
